Question,Answer
How is 'to brush one’s teeth' translated in the given context?,'sich die Zähne putzen' is translated as 'to brush one’s teeth' in the given context.
What is the meaning of 'Wo apna naak saaf karta hai' in English?,'Wo apna naak saaf karta hai' translates to 'He cleans his nose' in English.
Kisne shower liya?,Mai ne shower liya hai
Shower kahan liya gaya?,Location ka specifically zikr nahi hai
Kya karne ke baad shower liya?,Action ka specifically zikr nahi hai
Kya shower lene ka particular time tha?,Time ka specifically zikr nahi hai
Q1: Kya vyakti ne apne daant kaise saaf kiye?,A1: Pehle paragraph mein yeh jaankari nahi di gayi hai ki vyakti ne kis tarah se apne daant saaf kiye.
Q2: Kya vyakti ne apne daant roj saaf karte hain?,A2: Text se yeh nirnay nahi kiya ja sakta ki vyakti apne daant roj saaf karte hain ya nahi.
Q3: Kya daant saaf karna jaruri hai?,"A3: Haan, daant saaf karna ati avashyak hai. Yeh aapke mukh swachhta aur swasthya ka hissa hai."
Q4: Kya daant saaf karne ka koi khaas samay hota hai?,A4: Text se yeh jankari nahi milti hai ki daant saaf karne ka koi vishesh samay hota hai.
Kya karne wala hai?,Paragraph me ye specific nahi kiya gaya ki wo kya karne wala hai.
Kisne kapde pehne?,Mai ne kapde pehne hai.
Kya pehna hai?,Kapde pehna hai.
Kapde kahan pehne?,Ye specific nahi kiya gaya ki kapde kahan pehne.
1. Kya kar rahi thi Mai?,Mai apne baal kangi kar rahi thi.
2. Kya use kangi ki jarurat thi?,"Haan, use kangi ki jarurat thi kyonki wo apne baal kangi kar rahi thi."
3. Kya wo baalon ki dekhbhaal kar rahi thi?,"Haan, wo baalon ki dekhbhaal kar rahi thi kyonki usne apne baal kangi ki."
4. Kaun baal kangi kar raha tha?,Mai apne baal kangi kar raha tha.
Q1: Kya Mai ne pehna tha?,A1: Mai ne jacket pehni thi.
Q2: Jacket kisne pehni thi?,A2: Mai ne jacket pehni thi.
Q3: Kya Mai ne kuch aur bhi pehna tha?,A3: Paragraph se yeh nahi pata chal sakta ki Mai ne kuch aur pehna tha ya nahi.
Q4: Kya Jacket Mai ne pehni thi?,"A4: Ji haan, Mai ne jacket pehni thi."
Q1: Who is mentioned in the paragraph?,A1: The paragraph mentions 'Mai' which refers to the speaker or writer.
Q2: What is the person doing in the paragraph?,"A2: The person, 'Mai', is doing something in a rush or in hurry as stated 'jaldi kar raha tha'."
Q3: Is the person in a hurry?,"A3: Yes, the person is in a hurry as indicated by the phrase 'jaldi kar raha tha'."
"Q4: In relation to the heading, what might '6' signify?","A4: Without more context, it's difficult to assert what '6' might signify in relation to the given heading and paragraph."
Reﬂexive verbs hamesha kis ke saath aate hain?,Reflexive verbs hamesha subject ke saath aate hain. In ka istemal tab hota hai jab subject and object same ho.
Commonly used reﬂexive verbs ka reference kya hai?,"Commonly used reflexive verbs, jaise 'herself', 'himself', 'itself', 'myself', etc., ka reference subject ke aapasi kisi action ya condition ko kartay hain."
Most reflexive pronouns usually kis case ko lete hain?,Most reflexive pronouns accusative case ko lete hain.
What happens to the reﬂexive pronoun when you add information on what it is that you are washing or putting on?,"Jab aap reﬂexive pronoun ke saath additional information add kartay hain, to wo reflexive pronoun objekt ki tarah istemal kiya jata hai. Yani, reﬂexive pronoun apna position tabdeel kar ke object ki jagah lay leta hai."
Manfi bayanon ko banana k liye kin tariqon ka istemal kiya jata hai?,"Mukhtalif tariqe hote hain manfi bayanon ko banana ke liye, ye depend karta hai aap adjective, verb ya phir noun se deal kar rahe hain."
"Adjective, verb ya noun se deal karne me kya farq hota hai?","Adjective, verb, ya noun se deal karne me farq ye hai ke ye decide karta hai ke aap kon se tariqe se manfi bayan bana rahe hain."
How do you negate a sentence in English using an adjective or a verb?,"In English, the word 'not' is commonly used to negate sentences with adjectives and verbs, mostly requiring the use of 'to do'. For example, 'The house is not very nice' and 'They don’t (do not) drink coffee'."
By what different ways can nouns be negated in English?,"Negating nouns in English can be a bit tricky, using different forms such as 'no', 'do + not', 'not' or 'not any'."
What is the meaning of the sentence 'There are no sausages left'?,The sentence 'There are no sausages left' implies that there are no sausages remaining or available.
What is the implication of the statement 'I haven’t got have any money'?,The statement 'I haven’t got have any money' means that the speaker does not have any money.
'Kein' shabd ka istemal kis saath hota hai?,'Kein' shabd ka istemal aam taur par nouns ke saath hota hai.
Kaunsi wakiya mein 'Kein' ka istemaal hua hai?,Mai paas ek gari hai.
Kaunsi wakiya mein 'Kein' ka istemaal nahi hua hai?,Mai paas koi gari nahi hai.
'Kein' shabd ka kya matlab hota hai?,'Kein' ek German shabd hai jo 'na koi' ya 'bilkul nahi' ka arth deta hai.
Nicht ka istemal kis cheez ke barabari mein kiya jata hai?,Nicht ka istemal English ke 'not' ke barabar hota hai.
Nicht ka kya use hota hai?,Nicht ka use adjectives ya verbs ke connection mein hota hai.
Nicht + adjective ki kya misalein di gayin hain?,Nicht + adjective ki misalein hain: 'Ye CD mehngi nahi hai.' aur 'Ye ghar zyada khubsurat nahi hai.'
Nicht + verb ki kya examples di gayi hain?,Nicht + verb ki examples hain: 'Wo nahi aa rahi.' aur 'Mai ab cigaratte nahi peeta.'
Q1: Nicht ka position kab confusing hota hai?,A1: Nicht ka position shuruaati darje par confusing hota hai.
Q2: Nicht ka use present tense mein kaise hota hai?,A2: Present tense me nicht usually ﬁnite verb ke baad aata hai jaise 'Wah nahi aa rahi hai' ya 'Wo cinema ko dekhne nahi jata'.
Q3: Kahin bhi time ka expression Nicht se pehle aata hai?,"A3: Haan, Nicht se pehle time ka expression aa sakta hai, jaise 'Wah aaj nahi aa rahi hai'."
Q4: Present perfect tense me Nicht ka kya position hota hai?,"A4: Present perfect tense me jo haben ke saath banta hai, nicht uske saamne aata hai jaise 'Mai ne ye book nahi khareedi hai'."
Kein word ka kya use hai German language mein?,Kein word ka use German language mein sentence ko negative banane ke liye kiya jata hai.
Kein English mein kya translate hota hai?,"Kein word English mein ‘no’, ‘not a(n)’, ‘not any’ ya phir ‘do not have’/‘haven’t got’ ke tarah translate hota hai."
Kein word normally kis ke sath link hota hai?,Kein word normally kisi noun ke sath link kiya jata hai.
Kein word kis tarah sentence ko negate karta hai?,German mein kisi noun ko negate karne ke liye 'kein' ka istemal kiya jata hai.
What is 'kein' and how does it behave in German grammar?,"Kein is a German word that behaves exactly like the indefinite article. It agrees in gender, number, and case with the noun."
How does the ending of 'kein' change in different sentences?,"The ending of 'kein' changes according to the gender, number, and case of the noun. For example, 'keinen' for masculine accusative, 'keine' for feminine and plural accusative, and 'kein' for neuter accusative."
How does 'kein' relate to the indefinite article in German?,'Kein' is related to the indefinite article in German in a way that its endings are identical to the endings of 'ein' – except for plurals where it follows the possessive endings.
What is the significance of the plurals in 'kein' endings?,"In the plurals of 'kein' endings, 'kein' follows the endings of possessive such as ‘mein’. This is significant because it alters the ending based on the gender, number, and case of the noun being referred to."
Kya 'Ich spreche nicht/kein Deutsch' phrase ka kya matlab hai?,'Ich spreche nicht/kein Deutsch.' Iska matlab hota hai 'Mein german nahi bolta.'
Er ist nicht/kein Ingenieur.' Iska kya matlab hai?,'Er ist nicht/kein Ingenieur.' Ka matlab hota hai 'Wo engineer nahi hai.'
'Ich fahre nicht/kein Auto.' Iska kya matlab hota hai?,'Ich fahre nicht/kein Auto.' Ka matlab hota hai 'Mein car nahi chalata.'
Nicht aur kein ka istemal kiss tarah ke phrases mei kiya jata hai?,"Nicht aur kein ka istemal tab kiya jata hai jab hum kisi cheez ya vyakti ki upastithi ya ausdhaaran ko nakaar rahe hote hain. Ye jaise ki 'German nahi bolna', 'Engineer na hona' ya 'Car na chalana'."
What word should be used in the negative form in this exercise?,"The word that should be used in the negative form in this exercise is ""nicht""."
Where should you carefully place the word?,"The word ""nicht"" should be carefully placed in the right location in the sentence."
What is the goal of Exercise 18.1?,"The goal of Exercise 18.1 is to ensure that the word ""nicht"" is placed correctly when forming sentences in the negative form."
In what form should the sentences be made in this exercise?,The sentences should be made in the negative form in this exercise.
Peter vali statement kya clearly darsha rahi hai?,Ye statement darsha rahi hai ki Peter ko kaam karna pasand hai.
Peter ki statement ka ulat kya hoga?,"Peter ko kaam karna pasand nahi hai, ye Peter ki statement ka ulat hoga."
1. Kya aap ne doodh piya?,"Nahi, maine doodh nahi piya."
2. Kya aap ne khana khaya?,"Nahi, meine khana nahi khaya."
3. Kya aap ne kitaab parhi?,"Nahi, maine kitaab nahi parhi."
4. Kya aap ne film dekhi?,"Nahi, maine film nahi dekhi."
Kya yeh ek Porsche hai?,"Nahi, yeh Porsche nahi hai."
"Kya jawab 'nahi, yeh koi Porsche nahi hai' tha?","Haan, jawab 'nahi, yeh koi Porsche nahi hai' tha."
Kis tarah ka gaadi ki baat ki gayi hai paragraph me?,Paragraph me Porsche gaadi ki baat ki gayi hai.
Kya Pune Porsche hai?,"Nahi, Pune ek sheher hai, Porsche ek gaadi hai."
Luke kia nahi karta?,Luke nahi peeta.
Paul ke paas kia nahi hai?,Paul ke paas cycle nahi hai.
Arnd ke paas kya nahi hai?,Arnd ke paas koi paisa nahi hai.
Main konsi language nahi bolta?,Main French nahi bolta.
Kya aap mujhe bata sakte hain ki 'nicht' kab istemal karte hain?,'Nicht' istemal karte hain maani karne ya inkaar ke liye.
Kya aap mujhe batayenge 'kein' kab istemal kiya jata hain?,'Kein' istemal karte hain jahan hum 'not a' ya 'not any' ka matlab dena chahte hain.
Kya aap mujhe batayenge ki 'kein' kis tarah noun ke sath mutafiq hona chahiye?,'Kein' noun se pehle aata hai or uska ling noun ke ling ke mutabik hona chahiye.
Kya aap kuch jumlay yaad hain jahan aap ya to nicht ya kein istemal kar sakte hain?,'Ich bin nicht müde' mein 'nicht' istemal hua hai. 'Kein' ka istemal 'Das ist kein Stift' mein dekha ja sakta hain.
Cheezon ka muqabla karne ke liye kaun si language ka istemal kiya jata hai?,"Cheezon ka muqabla karne ke liye comparative language ka istemal kiya jata hai jaise chote, bade, saste, ya zyada mahenge."
Behtareen ka istemal kis context mein kiya jata hai?,"Behtareen ka istemal tab kiya jata hai jab koi cheez sab se chota, sab se bara ya phir sabse acha ho."
Muqabla karne ke liye konse words ka istemal hota hai?,"Muqabla karne ke liye words jaise chota, bara, sasta, ya mahenga ka istemal hota hai."
Cheezon ke muqable mein konse factors consider kiye jate hain?,"Cheezon ke muqabale mein size, cost ya quality jaise factors consider kiye jate hain."
How is a comparative formed in English according to the paragraph?,"In English, a comparative is formed by adding '-er' to short adjectives or using the word 'more'."
Can you provide an example of a comparative from the paragraph?,An example of a comparative from the paragraph provided could be 'This laptop is cheaper'.
How is a superlative formed in English according to this information?,"According to the information, in English, a superlative is formed by adding '-est' to the adjective or using the word 'most'."
Can you give an example of a superlative from the text?,An example of a superlative from the text is 'This is the cheapest laptop'.
Kya German me 'kleiner' ka matlab kya hota hai?,Kleiner ka matlab 'Chhoter' hota hai.
Schneller German me kis word ka comparative form hai?,'Schneller' 'Tez' ka comparative form hai.
Hässlicher kis sifat ka comparative form hai?,'Hässlicher' 'Badsoorat' ka comparative form hai.
Langweiliger kya hota hai?,'Langweiliger' 'Boringer' hota hai.
What does 'acha' (gut) become according to the paragraph?,"According to the paragraph, 'acha' (gut) becomes 'behter' (besser)."
What does 'bohat' (viel) become as described in the text?,'Bohat' (viel) becomes 'zyada' (mehr) as mentioned in the text.
What pattern does 'aksar sifatien' often follow?,'Aksar sifatien' often follows a descriptive pattern.
What is the importance of exceptions mentioned in the paragraph?,The exceptions are important as they are necessary for only a few situations.
